Index,Value
430,-2.90525e-14
431,0.976702
432,1.59346
433,1.60595
434,0.999849
435,4.86745e-14
436,-1.01326
437,-1.64933
438,-1.65847
439,-1.03021
440,-6.90227e-14
441,1.03934
442,1.688
443,1.69358
444,1.04968
445,-1.2288e-14
446,-1.05431
447,-1.70853
448,-1.7104
449,-1.05778
450,-7.04951e-15
451,1.05778
452,1.7104
453,1.70853
454,1.05431
455,2.63098e-14
456,-1.04968
457,-1.69358
458,-1.688
459,-1.03934
460,-4.48621e-14
461,1.03021
462,1.65847
463,1.64933
464,1.01326
465,6.21033e-14
466,-0.999849
467,-1.60595
468,-1.59346
469,-0.976702
470,1.61503e-14
471,0.959338
472,1.5373
473,1.52177
474,0.930567
475,1.52811e-15
476,-0.909679
477,-1.45421
478,-1.43604
479,-0.875991
480,-1.72849e-14
481,0.852093
482,1.35874
483,1.33836
484,0.814319
485,3.07226e-14
486,-0.787999
487,-1.25322
488,-1.23114
489,-0.747069
490,-4.15544e-14
491,0.718975
492,1.14027
493,1.11703
494,0.675897
495,-1.434e-14
496,-0.64672
497,-1.02266
498,-0.99883
499,-0.602555
500,1.96439e-15
501,0.573015
502,0.903283
503,0.879455
504,0.52885
505,7.71289e-15
506,-0.499673
507,-0.785083
508,-0.761842
509,-0.456596
510,-1.47522e-14
511,0.428501
512,0.670971
513,0.648888
514,0.387572
515,1.93446e-14
516,-0.361251
517,-0.563755
518,-0.543375
519,-0.323478
520,8.30967e-15
521,0.299579
522,0.466076
523,0.447901
524,0.265892
525,-2.13022e-15
526,-0.245004
527,-0.380338
528,-0.364815
529,-0.216232
530,-2.07291e-15
531,0.198869
532,0.308654
533,0.296165
534,0.175721
535,4.78364e-15
536,-0.16231
537,-0.252787
538,-0.243641
539,-0.145357
540,-6.5617e-15
541,0.136228
542,0.214115
543,0.208535
544,0.125886
545,8.01995e-15
546,-0.121265
547,-0.193588
548,-0.191713
549,-0.117789
550,1.56903e-15
551,0.117789
552,0.191713
553,0.193588
554,0.121265
555,6.16e-16
556,-0.125886
557,-0.208535
558,-0.214115
559,-0.136228
560,-3.28026e-15
561,0.145357
562,0.243641
563,0.252787
564,0.16231
565,7.03531e-15
566,-0.175721
567,-0.296165
568,-0.308654
569,-0.198869
570,-1.24453e-14
571,0.216232
572,0.364815
573,0.380338
574,0.245004
575,-4.68432e-15
576,-0.265892
577,-0.447901
578,-0.466076
579,-0.299579
580,2.62335e-18
581,0.323478
582,0.543375
583,0.563755
584,0.361251
585,6.86202e-15
586,-0.387572
587,-0.648888
588,-0.670971
589,-0.428501
590,-1.62273e-14
591,0.456596
592,0.761842
593,0.785083
594,0.499673
595,2.829e-14
596,-0.52885
597,-0.879455
598,-0.903283
599,-0.573015
600,-4.31175e-14
601,0.602555
602,0.99883
603,1.02266
604,0.64672
605,-3.31394e-15
606,-0.675897
607,-1.11703
608,-1.14027
609,-0.718975
610,-9.77225e-15
611,0.747069
612,1.23114
613,1.25322
614,0.787999
615,2.5377e-14
616,-0.814319
617,-1.33836
618,-1.35874
619,-0.852093
620,-4.32195e-14
621,0.875991
622,1.43604
623,1.45421
624,0.909679
625,6.29047e-14
626,-0.930567
627,-1.52177
628,-1.5373
629,-0.959338
630,9.69506e-15
631,0.976702
632,1.59346
633,1.60595
634,0.999849
635,8.38396e-15
636,-1.01326
637,-1.64933
638,-1.65847
639,-1.03021
640,-2.76021e-14
641,1.03934
642,1.688
643,1.69358
644,1.04968
645,4.73604e-14
646,-1.05431
647,-1.70853
648,-1.7104
649,-1.05778
650,-6.7026e-14
651,1.05778
652,1.7104
653,1.70853
654,1.05431
655,-1.58001e-14
656,-1.04968
657,-1.69358
658,-1.688
659,-1.03934
660,-3.44154e-15
661,1.03021
662,1.65847
663,1.64933
664,1.01326
665,2.18127e-14
666,-0.999849
667,-1.60595
668,-1.59346
669,-0.976702
670,-3.87354e-14
671,0.959338
672,1.5373
673,1.52177
674,0.930567
675,5.36972e-14
676,-0.909679
677,-1.45421
678,-1.43604
679,-0.875991
680,1.72995e-14
681,0.852093
682,1.35874
683,1.33836
684,0.814319
685,-1.34398e-15
686,-0.787999
687,-1.25322
688,-1.23114
689,-0.747069
690,-1.22161e-14
691,0.718975
692,1.14027
693,1.11703
694,0.675897
695,2.31503e-14
696,-0.64672
697,-1.02266
698,-0.99883
699,-0.602555
700,-3.13559e-14
701,0.573015
702,0.903283
703,0.879455
704,0.52885
705,3.68632e-14
706,-0.499673
707,-0.785083
708,-0.761842
709,-0.456596
710,2.95566e-15
711,0.428501
712,0.670971
713,0.648888
714,0.387572
715,4.36488e-15
716,-0.361251
717,-0.563755
718,-0.543375
719,-0.323478
720,-9.34248e-15
721,0.299579
722,0.466076
723,0.447901
724,0.265892
725,1.23413e-14
726,-0.245004
727,-0.380338
728,-0.364815
729,-0.216232
730,-1.38279e-14
731,0.198869
732,0.308654
733,0.296165
734,0.175721
735,-1.97208e-15
736,-0.16231
737,-0.252787
738,-0.243641
739,-0.145357
740,-9.36032e-16
741,0.136228
742,0.214115
743,0.208535
744,0.125886
745,3.08364e-15
746,-0.121265
747,-0.193588
748,-0.191713
749,-0.117789
750,-5.09503e-15
751,0.117789
752,0.191713
753,0.193588
754,0.121265
755,7.60824e-15
756,-0.125886
757,-0.208535
758,-0.214115
759,-0.136228
760,-1.1249e-14
761,0.145357
762,0.243641
763,0.252787
764,0.16231
765,2.79592e-16
766,-0.175721
767,-0.296165
768,-0.308654
769,-0.198869
770,-4.1467e-15
771,0.216232
772,0.364815
773,0.380338
774,0.245004
775,9.78717e-15
776,-0.265892
777,-0.447901
778,-0.466076
779,-0.299579
780,-1.76495e-14
781,0.323478
782,0.543375
783,0.563755
784,0.361251
785,2.80806e-14
786,-0.387572
787,-0.648888
788,-0.670971
789,-0.428501
790,1.48063e-15
791,0.456596
792,0.761842
793,0.785083
794,0.499673
795,7.71072e-15
796,-0.52885
797,-0.879455
798,-0.903283
799,-0.573015
800,-1.95943e-14
801,0.602555
802,0.99883
803,1.02266
804,0.64672
805,3.41763e-14
806,-0.675897
807,-1.11703
808,-1.14027
809,-0.718975
810,-5.13298e-14
811,0.747069
812,1.23114
813,1.25322
814,0.787999
815,7.0799e-14
816,-0.814319
817,-1.33836
818,-1.35874
819,-0.852093
820,-9.2208e-14
821,0.875991
822,1.43604
823,1.45421
824,0.909679
825,1.15074e-13
826,-0.930567
827,-1.52177
828,-1.5373
829,-0.959338
830,4.84427e-14
831,0.976702
832,1.59346
833,1.60595
834,0.999849
835,-3.19066e-14
836,-1.01326
837,-1.64933
838,-1.65847
839,-1.03021
840,1.38185e-14
841,1.03934
842,1.688
843,1.69358
844,1.04968
845,5.25044e-15
846,-1.05431
847,-1.70853
848,-1.7104
849,-1.05778
850,-2.46844e-14
851,1.05778
852,1.7104
853,1.70853
854,1.05431
855,4.38483e-14
856,-1.04968
857,-1.69358
858,-1.688
859,-1.03934
860,-6.21134e-14
861,1.03021
862,1.65847
863,1.64933
864,1.01326
865,7.88839e-14
866,-0.999849
867,-1.60595
868,-1.59346
869,-0.976702
870,-9.3621e-14
871,0.959338
872,1.5373
873,1.52177
874,0.930567
875,1.05866e-13
876,-0.909679
877,-1.45421
878,-1.43604
879,-0.875991
880,-1.15262e-13
881,0.852093
882,1.35874
883,1.33836
884,0.814319
885,-3.34105e-14
886,-0.787999
887,-1.25322
888,-1.23114
889,-0.747069
890,1.71223e-14
891,0.718975
892,1.14027
893,1.11703
894,0.675897
895,-3.31673e-15
896,-0.64672
897,-1.02266
898,-0.99883
899,-0.602555
900,-7.83279e-15
901,0.573015
902,0.903283
903,0.879455
904,0.52885
905,1.6284e-14
906,-0.499673
907,-0.785083
908,-0.761842
909,-0.456596
910,-2.21274e-14
911,0.428501
912,0.670971
913,0.648888
914,0.387572
915,2.55835e-14
916,-0.361251
917,-0.563755
918,-0.543375
919,-0.323478
920,-2.69946e-14
921,0.299579
922,0.466076
923,0.447901
924,0.265892
925,2.68128e-14
926,-0.245004
927,-0.380338
928,-0.364815
929,-0.216232
930,-2.55828e-14
931,0.198869
932,0.308654
933,0.296165
934,0.175721
935,-8.72779e-15
936,-0.16231
937,-0.252787
938,-0.243641
939,-0.145357
940,4.68964e-15
941,0.136228
942,0.214115
943,0.208535
944,0.125886
945,-1.85268e-15
946,-0.121265
947,-0.193588
948,-0.191713
949,-0.117789
950,-3.90401e-16
951,0.117789
952,0.191713
953,0.193588
954,0.121265
955,2.67193e-15
956,-0.125886
957,-0.208535
958,-0.214115
959,-0.136228
960,-5.6233e-15
961,0.145357
962,0.243641
963,0.252787
964,0.16231
965,9.84901e-15
966,-0.175721
967,-0.296165
968,-0.308654
969,-0.198869
970,-1.59016e-14
971,0.216232
972,0.364815
973,0.380338
974,0.245004
975,2.42587e-14
976,-0.265892
977,-0.447901
978,-0.466076
979,-0.299579
980,-3.53017e-14
981,0.323478
982,0.543375
983,0.563755
984,0.361251
985,4.92993e-14
986,-0.387572
987,-0.648888
988,-0.670971
989,-0.428501
990,1.91885e-14
991,0.456596
992,0.761842
993,0.785083
994,0.499673
995,-1.28685e-14
996,-0.52885
997,-0.879455
998,-0.903283
999,-0.573015
1000,3.92877e-15
1001,0.602555
1002,0.99883
1003,1.02266
1004,0.64672
1005,7.70932e-15
1006,-0.675897
1007,-1.11703
1008,-1.14027
1009,-0.718975
1010,-2.19914e-14
1011,0.747069
1012,1.23114
1013,1.25322
1014,0.787999
1015,3.87324e-14
1016,-0.814319
1017,-1.33836
1018,-1.35874
1019,-0.852093
1020,-5.76236e-14
1021,0.875991
1022,1.43604
1023,1.45421
1024,0.909679
1025,7.8244e-14
1026,-0.930567
1027,-1.52177
1028,-1.5373
1029,-0.959338
1030,-1.00076e-13
1031,0.976702
1032,1.59346
1033,1.60595
1034,0.999849
1035,1.22526e-13
1036,-1.01326
1037,-1.64933
1038,-1.65847
1039,-1.03021
1040,5.52391e-14
1041,1.03934
1042,1.688
1043,1.69358
1044,1.04968
1045,-3.68595e-14
1046,-1.05431
1047,-1.70853
1048,-1.7104
1049,-1.05778
1050,1.76572e-14
1051,1.05778
1052,1.7104
1053,1.70853
1054,1.05431
1055,1.73833e-15
1056,-1.04968
1057,-1.69358
1058,-1.688
1059,-1.03934
1060,-2.06928e-14
1061,1.03021
1062,1.65847
1063,1.64933
1064,1.01326
1065,3.85934e-14
1066,-0.999849
1067,-1.60595
1068,-1.59346
1069,-0.976702
1070,-5.48734e-14
1071,0.959338
1072,1.5373
1073,1.52177
1074,0.930567
1075,6.90365e-14
1076,-0.909679
1077,-1.45421
1078,-1.43604
1079,-0.875991
1080,-8.06774e-14
1081,0.852093
1082,1.35874
1083,1.33836
1084,0.814319
1085,8.95e-14
1086,-0.787999
1087,-1.25322
1088,-1.23114
1089,-0.747069
1090,-9.53311e-14
1091,0.718975
1092,1.14027
1093,1.11703
1094,0.675897
1095,-2.97837e-14
1096,-0.64672
1097,-1.02266
1098,-0.99883
1099,-0.602555
1100,1.56903e-14
1101,0.573015
1102,0.903283
1103,0.879455
1104,0.52885
1105,-4.29529e-15
1106,-0.499673
1107,-0.785083
1108,-0.761842
1109,-0.456596
1110,-4.41952e-15
1111,0.428501
1112,0.670971
1113,0.648888
1114,0.387572
1115,1.06038e-14
1116,-0.361251
1117,-0.563755
1118,-0.543375
1119,-0.323478
1120,-1.45327e-14
1121,0.299579
1122,0.466076
1123,0.447901
1124,0.265892
1125,1.65963e-14
1126,-0.245004
1127,-0.380338
1128,-0.364815
1129,-0.216232
1130,-1.72842e-14
1131,0.198869
1132,0.308654
1133,0.296165
1134,0.175721
1135,1.71668e-14
1136,-0.16231
1137,-0.252787
1138,-0.243641
1139,-0.145357
1140,-1.68734e-14
1141,0.136228
1142,0.214115
1143,0.208535
1144,0.125886
1145,1.70681e-14
1146,-0.121265
1147,-0.193588
1148,-0.191713
1149,-0.117789
1150,4.31422e-15
1151,0.117789
1152,0.191713
1153,0.193588
1154,0.121265
1155,-2.26438e-15
1156,-0.125886
1157,-0.208535
1158,-0.214115
1159,-0.136228
1160,2.36851e-18
1161,0.145357
1162,0.243641
1163,0.252787
1164,0.16231
1165,3.09329e-15
1166,-0.175721
1167,-0.296165
1168,-0.308654
1169,-0.198869
1170,-7.60301e-15
1171,0.216232
1172,0.364815
1173,0.380338
1174,0.245004
1175,1.40422e-14
1176,-0.265892
1177,-0.447901
1178,-0.466076
1179,-0.299579
1180,-2.28398e-14
1181,0.323478
1182,0.543375
1183,0.563755
1184,0.361251
1185,3.43196e-14
1186,-0.387572
1187,-0.648888
1188,-0.670971
1189,-0.428501
1190,-4.86855e-14
1191,0.456596
1192,0.761842
1193,0.785083
1194,0.499673
1195,6.60114e-14
1196,-0.52885
1197,-0.879455
1198,-0.903283
1199,-0.573015
1200,-8.62349e-14
1201,0.602555
1202,0.99883
1203,1.02266
1204,0.64672
1205,-1.87577e-14
1206,-0.675897
1207,-1.11703
1208,-1.14027
1209,-0.718975
1210,7.34694e-15
1211,0.747069
1212,1.23114
1213,1.25322
1214,0.787999
1215,6.6659e-15
1216,-0.814319
1217,-1.33836
1218,-1.35874
1219,-0.852093
1220,-2.30393e-14
1221,0.875991
1222,1.43604
1223,1.45421
1224,0.909679
1225,4.14142e-14
1226,-0.930567
1227,-1.52177
1228,-1.5373
1229,-0.959338
1230,-6.13286e-14
1231,0.976702
1232,1.59346
1233,1.60595
1234,0.999849
1235,8.22358e-14
1236,-1.01326
1237,-1.64933
1238,-1.65847
1239,-1.03021
1240,-1.03525e-13
1241,1.03934
1242,1.688
1243,1.69358
1244,1.04968
1245,1.24547e-13
1246,-1.05431
1247,-1.70853
1248,-1.7104
1249,-1.05778
1250,-1.44637e-13
1251,1.05778
1252,1.7104
1253,1.70853
1254,1.05431
1255,-4.03716e-14
1256,-1.04968
1257,-1.69358
1258,-1.688
1259,-1.03934
1260,2.07277e-14
1261,1.03021
1262,1.65847
1263,1.64933
1264,1.01326
1265,-1.69715e-15
1266,-0.999849
1267,-1.60595
1268,-1.59346
1269,-0.976702
1270,-1.61258e-14
1271,0.959338
1272,1.5373
1273,1.52177
1274,0.930567
1275,3.22067e-14
1276,-0.909679
1277,-1.45421
1278,-1.43604
1279,-0.875991
1280,-4.60931e-14
1281,0.852093
1282,1.35874
1283,1.33836
1284,0.814319
1285,5.74334e-14
1286,-0.787999
1287,-1.25322
1288,-1.23114
1289,-0.747069
1290,-6.59928e-14
1291,0.718975
1292,1.14027
1293,1.11703
1294,0.675897
1295,7.16638e-14
1296,-0.64672
1297,-1.02266
1298,-0.99883
1299,-0.602555
1300,-7.44734e-14
1301,0.573015
1302,0.903283
1303,0.879455
1304,0.52885
1305,7.45847e-14
1306,-0.499673
1307,-0.785083
1308,-0.761842
1309,-0.456596
1310,1.32884e-14
1311,0.428501
1312,0.670971
1313,0.648888
1314,0.387572
1315,-4.37591e-15
1316,-0.361251
1317,-0.563755
1318,-0.543375
1319,-0.323478
1320,-2.07086e-15
1321,0.299579
1322,0.466076
1323,0.447901
1324,0.265892
1325,6.3799e-15
1326,-0.245004
1327,-0.380338
1328,-0.364815
1329,-0.216232
1330,-8.98553e-15
1331,0.198869
1332,0.308654
1333,0.296165
1334,0.175721
1335,1.0411e-14
1336,-0.16231
1337,-0.252787
1338,-0.243641
1339,-0.145357
1340,-1.12478e-14
1341,0.136228
1342,0.214115
1343,0.208535
1344,0.125886
1345,1.21318e-14
1346,-0.121265
1347,-0.193588
1348,-0.191713
1349,-0.117789
1350,-1.37185e-14
1351,0.117789
1352,0.191713
1353,0.193588
1354,0.121265
1355,1.66564e-14
1356,-0.125886
1357,-0.208535
1358,-0.214115
1359,-0.136228
1360,5.62804e-15
1361,0.145357
1362,0.243641
1363,0.252787
1364,0.16231
1365,-3.66243e-15
1366,-0.175721
1367,-0.296165
1368,-0.308654
1369,-0.198869
1370,6.95629e-16
1371,0.216232
1372,0.364815
1373,0.380338
1374,0.245004
1375,3.82579e-15
1376,-0.265892
1377,-0.447901
1378,-0.466076
1379,-0.299579
1380,-1.03779e-14
1381,0.323478
1382,0.543375
1383,0.563755
1384,0.361251
1385,1.93398e-14
1386,-0.387572
1387,-0.648888
1388,-0.670971
1389,-0.428501
1390,-3.09776e-14
1391,0.456596
1392,0.761842
1393,0.785083
1394,0.499673
1395,4.54321e-14
1396,-0.52885
1397,-0.879455
1398,-0.903283
1399,-0.573015
1400,-6.27118e-14
1401,0.602555
1402,0.99883
1403,1.02266
1404,0.64672
1405,8.26898e-14
1406,-0.675897
1407,-1.11703
1408,-1.14027
1409,-0.718975
1410,-1.05106e-13
1411,0.747069
1412,1.23114
1413,1.25322
1414,0.787999
1415,-2.54006e-14
1416,-0.814319
1417,-1.33836
1418,-1.35874
1419,-0.852093
1420,1.15451e-14
1421,0.875991
1422,1.43604
1423,1.45421
1424,0.909679
1425,4.58434e-15
1426,-0.930567
1427,-1.52177
1428,-1.5373
1429,-0.959338
1430,-2.2581e-14
1431,0.976702
1432,1.59346
1433,1.60595
1434,0.999849
1435,4.19453e-14
1436,-1.01326
1437,-1.64933
1438,-1.65847
1439,-1.03021
1440,-6.21047e-14
1441,1.03934
1442,1.688
1443,1.69358
1444,1.04968
1445,8.24372e-14
1446,-1.05431
1447,-1.70853
1448,-1.7104
1449,-1.05778
1450,-1.02296e-13
1451,1.05778
1452,1.7104
1453,1.70853
1454,1.05431
1455,1.21035e-13
1456,-1.04968
1457,-1.69358
1458,-1.688
1459,-1.03934
1460,-1.38037e-13
1461,1.03021
1462,1.65847
1463,1.64933
1464,1.01326
1465,1.52736e-13
1466,-0.999849
1467,-1.60595
1468,-1.59346
1469,-0.976702
1470,2.26218e-14
1471,0.959338
1472,1.5373
1473,1.52177
1474,0.930567
1475,-4.62311e-15
1476,-0.909679
1477,-1.45421
1478,-1.43604
1479,-0.875991
1480,-1.15087e-14
1481,0.852093
1482,1.35874
1483,1.33836
1484,0.814319
1485,2.53669e-14
1486,-0.787999
1487,-1.25322
1488,-1.23114
1489,-0.747069
1490,-3.66544e-14
1491,0.718975
1492,1.14027
1493,1.11703
1494,0.675897
1495,4.51968e-14
1496,-0.64672
1497,-1.02266
1498,-0.99883
1499,-0.602555
1500,-5.09503e-14
1501,0.573015
1502,0.903283
1503,0.879455
1504,0.52885
1505,5.40054e-14
1506,-0.499673
1507,-0.785083
1508,-0.761842
1509,-0.456596
1510,-5.45856e-14
1511,0.428501
1512,0.670971
1513,0.648888
1514,0.387572
1515,5.3041e-14
1516,-0.361251
1517,-0.563755
1518,-0.543375
1519,-0.323478
1520,-4.98371e-14
1521,0.299579
1522,0.466076
1523,0.447901
1524,0.265892
1525,-3.83654e-15
1526,-0.245004
1527,-0.380338
1528,-0.364815
1529,-0.216232
1530,-6.86895e-16
1531,0.198869
1532,0.308654
1533,0.296165
1534,0.175721
1535,3.65532e-15
1536,-0.16231
1537,-0.252787
1538,-0.243641
1539,-0.145357
1540,-5.62211e-15
1541,0.136228
1542,0.214115
1543,0.208535
1544,0.125886
1545,7.1955e-15
1546,-0.121265
1547,-0.193588
1548,-0.191713
1549,-0.117789
1550,-9.0139e-15
1551,0.117789
1552,0.191713
1553,0.193588
1554,0.121265
1555,1.17201e-14
1556,-0.125886
1557,-0.208535
1558,-0.214115
1559,-0.136228
1560,-1.5935e-14
1561,0.145357
1562,0.243641
1563,0.252787
1564,0.16231
1565,2.22321e-14
1566,-0.175721
1567,-0.296165
1568,-0.308654
1569,-0.198869
1570,-3.11129e-14
1571,0.216232
1572,0.364815
1573,0.380338
1574,0.245004
1575,-6.39065e-15
1576,-0.265892
1577,-0.447901
1578,-0.466076
1579,-0.299579
1580,2.08398e-15
1581,0.323478
1582,0.543375
1583,0.563755
1584,0.361251
1585,4.36015e-15
1586,-0.387572
1587,-0.648888
1588,-0.670971
1589,-0.428501
1590,-1.32697e-14
1591,0.456596
1592,0.761842
1593,0.785083
1594,0.499673
1595,2.48529e-14
1596,-0.52885
1597,-0.879455
1598,-0.903283
1599,-0.573015
1600,-3.91887e-14
1601,0.602555
1602,0.99883
1603,1.02266
1604,0.64672
1605,5.62228e-14
1606,-0.675897
1607,-1.11703
1608,-1.14027
1609,-0.718975
1610,-7.57681e-14
1611,0.747069
1612,1.23114
1613,1.25322
1614,0.787999
1615,9.75099e-14
1616,-0.814319
1617,-1.33836
1618,-1.35874
1619,-0.852093
1620,-1.21016e-13
1621,0.875991
1622,1.43604
1623,1.45421
1624,0.909679
1625,1.45752e-13
1626,-0.930567
1627,-1.52177
1628,-1.5373
1629,-0.959338
1630,-1.711e-13
1631,0.976702
1632,1.59346
1633,1.60595
1634,0.999849
1635,1.65474e-15
1636,-1.01326
1637,-1.64933
1638,-1.65847
1639,-1.03021
1640,-2.20869e-13
1641,1.03934
1642,1.688
1643,1.69358
1644,1.04968
1645,4.03273e-14
1646,-1.05431
1647,-1.70853
1648,-1.7104
1649,-1.05778
