Index,Value
252,-0.137799
253,0.131337
254,-0.0611013
255,-0.0324597
256,0.154407
257,-0.152702
258,0.05664
259,0.073583
260,-0.183439
261,0.0689486
262,-0.0457947
263,-0.119513
264,0.17091
265,-0.154797
266,0.0296892
267,-0.0051093
268,0.0290859
269,0.095255
270,-0.0967074
271,0.109217
272,0.00443223
273,0.0519581
274,-0.0638948
275,0.0503695
276,-0.0122297
277,-0.0334776
278,0.0435217
279,0.0535418
280,0.034875
281,0.024081
282,-0.0269229
283,0.0105447
284,0.00514693
285,-0.0187904
286,-0.0327294
287,-0.0258709
288,-0.024038
289,-0.00817369
290,-0.0175998
291,0.00197975
292,-0.0368641
293,-0.0272165
294,0.0353013
295,0.000242255
296,-0.06068
297,0.0258659
298,0.0255852
299,0.0341668
300,0.0430632
301,0.0352606
302,-0.0119143
303,-0.0289172
304,0.0687922
305,0.0711537
306,0.0239679
307,-0.00304366
308,0.0698494
309,0.0274447
310,-0.0481767
311,0.0137216
312,0.124528
313,-0.0189166
314,0.00199811
315,-0.0500181
316,-0.0317821
317,0.0919407
318,-0.10106
319,-0.108368
320,-0.0700597
321,-0.0315624
322,0.0106561
323,0.0412174
324,-0.0633998
325,-0.0847995
326,0.00767621
327,0.0492836
328,0.0444699
329,0.056973
330,0.0350497
331,-0.0457221
332,-0.0779595
333,0.0223679
334,0.0968739
335,-0.0541255
336,0.016354
337,-0.0368648
338,0.00730126
339,-0.00757653
340,0.0383569
341,-0.0049476
342,0.00468637
343,0.0373158
344,-0.0226039
345,-0.0359441
346,-0.0132903
347,-0.0626276
348,0.00869707
349,-0.0701984
350,0.0399491
351,0.0117631
352,-0.0457887
353,-0.0484867
354,-0.0543938
355,0.0605922
356,-0.036716
357,0.0815161
358,0.0334936
359,-0.0364383
360,0.0652353
361,0.021833
362,0.0212069
363,-0.0751611
364,-0.0427896
365,-0.00182701
366,0.00935289
367,0.0747704
368,0.0180424
369,-0.00249765
370,-0.0496201
371,-0.0686854
372,0.0125739
373,-0.0132185
374,-0.0351671
375,0.0506544
376,0.0199269
377,-0.0442426
378,-0.0763521
379,-0.00540064
380,-0.00722353
381,-0.0364966
382,0.003571
383,-0.0061281
384,-0.00520657
385,-0.0516752
386,-0.114756
387,0.0376372
388,-0.0660473
389,-0.0112223
390,-0.0598007
391,-0.0012809
392,0.0646431
393,0.00532817
394,-0.033161
395,-0.0389241
396,0.0126645
397,-0.0186721
398,-0.0151097
399,-0.0404973
400,-0.01854
401,-0.0266058
402,0.0218995
403,0.0131307
404,0.0129756
405,-0.0586886
406,0.0613681
407,0.125014
408,0.00524189
409,-0.0255077
410,0.0182589
411,-0.00133441
412,-0.0106961
413,-0.016779
414,0.0435331
415,-0.0290432
416,0.0126595
417,0.0123581
418,0.0490068
419,0.0484188
420,0.0478142
421,0.0415087
422,-0.0384138
423,0.062101
424,0.0281739
425,-0.0118696
426,-0.0144359
427,-0.0351913
428,-0.00914567
429,0.00772621
430,-0.0455183
431,0.00262361
432,0.00532617
433,-0.00150039
434,-0.0106754
435,0.0641809
436,0.0283327
437,-0.0258417
438,-0.0126115
439,-0.126166
440,0.0103691
441,-0.0204152
442,0.0616485
443,0.0495255
444,-0.0616645
445,0.00981379
446,-0.016077
447,-0.020434
448,0.00223526
449,0.0145933
450,-0.049741
451,-0.0273532
452,-0.0359788
453,-0.0345176
454,-0.0305865
455,0.0644421
456,0.0384862
457,0.00238983
458,-0.0431581
459,0.00774533
460,0.0140755
461,0.0391476
462,0.0495054
463,-0.0868521
464,0.0134521
465,0.0347084
466,0.0337979
467,0.0649661
468,0.041187
469,0.0448248
470,-0.0711703
471,0.0300852
472,0.0338127
473,-0.0664247
474,-0.0280238
475,0.0489463
476,0.0104378
477,-0.0442613
478,-0.00671206
479,-0.0577052
480,-0.00891999
481,-0.0141121
482,-0.0251951
483,0.074888
484,-0.0521456
485,0.00212248
486,-0.00713679
487,0.0373708
488,-0.0976463
489,0.0468264
490,0.0052508
491,-0.00231015
492,-0.0255133
493,0.0362243
494,-0.0209605
495,0.0312687
496,0.0366387
497,0.00372594
498,0.0294311
499,-0.0369494
500,-0.0132603
501,0.0133092
502,-0.0834877
503,-0.0265548
504,-0.0131939
505,-0.0031898
506,0.0213802
507,0.0253993
508,0.0439818
509,0.0425269
510,0.020413
511,0.125402
512,0.0328332
513,-0.0341954
514,0.0188726
515,0.0638192
516,0.0220702
517,-0.0844201
518,-0.0525338
519,-0.0250313
520,-0.0606364
521,0.007419
522,0.0290454
523,0.0406602
524,-0.0218603
525,-0.00344426
526,-0.0401741
527,-0.00731617
528,-0.11304
529,-0.00306177
530,0.00453914
531,0.00352536
532,0.0119146
533,0.0335866
534,0.0217392
535,0.0388396
536,0.104176
537,0.0411919
538,0.00731319
539,0.0166916
540,-0.0186077
541,0.0471738
542,0.0167305
543,-0.00473657
544,0.00269891
545,0.0028778
546,-0.0674018
547,0.0357576
548,0.0193098
549,0.0808104
550,0.0646994
551,-0.0159065
552,0.00516222
553,0.00411448
554,0.0583267
555,-0.00853239
556,-0.0221917
557,-0.000371611
558,0.0470111
559,0.0396916
560,0.0251795
561,0.0638472
562,-0.0103028
563,0.045553
564,0.0295081
565,0.0407656
566,-0.0618807
567,0.0210807
568,-0.00181673
569,-0.0154262
570,0.0954062
571,0.0211258
572,-0.0321902
573,0.0341467
574,0.0552337
575,-0.0190851
576,0.0404837
577,-0.0208327
578,-0.00661236
579,0.00465845
580,-0.121066
581,-0.0202304
582,-0.041812
583,0.0214499
584,0.00984666
585,-0.0563664
586,-0.0674318
587,0.0409144
588,-0.0358937
589,0.0398753
590,0.0230077
591,0.0257888
592,0.00118716
593,-0.00821209
594,0.0104731
595,-0.0157451
596,-0.0367155
597,0.0101221
598,0.0400724
599,-0.0539607
600,0.0345676
601,0.00810746
602,-0.0327635
603,-0.0266421
604,-0.00718337
605,-0.0402108
606,-0.0216118
607,0.0092375
608,-0.0255192
609,0.0621867
610,-0.0350925
611,0.00988725
612,-0.00343109
613,-0.02675
614,0.0035534
615,-0.0330893
616,0.0434511
617,0.0174957
618,0.00667011
619,-0.0429157
620,-0.0734474
621,-0.00246184
622,0.0188746
623,-0.0448584
624,-0.00291776
625,-0.0537551
626,-0.00409137
627,-0.0843466
628,-0.0240262
629,-0.0816072
630,0.00488908
631,-0.0173959
632,-0.0491151
633,-0.0100365
634,-0.0641453
635,-0.0483726
636,0.00645198
637,0.00820581
638,-0.0198758
639,0.0266025
640,-0.0125579
641,-0.0689234
642,-0.0462876
643,0.000439012
644,0.0179198
645,-0.0425158
646,0.0450206
647,0.00399874
648,-0.0597222
649,0.0684369
650,0.00491328
651,-0.016646
652,0.0403715
653,0.0144485
654,0.0452416
655,0.0289558
656,-0.024977
657,0.00243848
658,0.0060932
659,0.077492
660,-0.0426104
661,-0.00961111
662,0.0399188
663,0.00633733
664,-0.00530055
665,-0.0198887
666,0.0187644
667,0.00990157
668,-0.0156422
669,-0.0103259
670,-0.0439765
671,-0.0202979
672,-0.0316757
673,-0.0306072
674,0.03946
675,-0.0612867
676,0.00565216
677,0.0142894
678,0.0285275
679,0.0518432
680,0.046631
681,-0.0313796
682,-0.0444266
683,0.038638
684,-0.0185687
685,0.0358768
686,-0.0134301
687,0.039627
688,-0.0170993
689,-0.0211948
690,-0.0588299
691,-0.0386343
692,-0.0419131
693,-0.0993111
694,0.0190063
695,0.104542
696,-0.0126454
697,0.0740849
698,0.068216
699,-0.0186113
700,-0.037963
701,0.0149329
702,0.0497106
703,0.0251524
704,0.0184657
705,-0.0567442
706,0.0475595
707,-0.0541154
708,0.025023
709,0.00916804
710,-0.0708015
711,-0.0086413
712,0.0369522
713,-0.0175427
714,0.0112183
715,0.0792275
716,0.021289
717,-0.0272759
718,0.00527568
719,0.0333777
720,0.00848887
721,0.00283008
722,0.0118339
723,0.00173071
724,-0.0808042
725,0.072628
726,-0.0370521
727,-0.00947632
728,-0.00559871
729,0.0469255
730,0.0567217
731,0.0222429
732,-0.0209637
733,-0.0429597
734,-0.0445514
735,0.0526195
736,-0.0635987
737,-0.019623
738,-0.023099
739,0.0541806
740,0.0268637
741,0.0139552
742,-0.0756657
743,-0.0319209
744,-0.00937188
745,-0.00872158
746,-0.00218505
747,-0.00240443
748,-0.0213619
749,-0.0198214
750,-0.0327404
751,0.0118308
752,-0.0223722
753,-0.00378819
754,0.0440552
755,0.0117475
756,0.0512369
757,0.0456767
758,-0.00993696
759,-0.013277
760,-0.013613
761,-0.0504286
762,-0.0245257
763,-0.0121938
764,-0.0674671
765,-0.0247103
766,0.00177018
767,-0.0533281
768,0.0191968
769,0.00326162
770,0.000463144
771,-0.0102886
772,-0.0021023
773,0.0496957
774,-0.0473287
775,-0.0251187
776,-0.0676915
777,0.0316921
778,0.0166345
779,-0.0333191
780,-0.0244147
781,-0.0757671
782,-0.015234
783,0.00513316
784,-0.0235837
785,-0.0390524
786,0.0727796
787,0.0324673
788,-0.0790152
789,0.00554333
790,-0.0157524
791,0.0225766
792,-0.0318031
793,-0.0435325
794,-0.0560676
795,-0.0301148
796,0.0726512
797,-0.00250638
798,0.0714272
799,-0.0436823
800,-0.00369177
801,0.00827063
802,-0.0320365
803,-0.0127948
804,0.0207436
805,0.0115983
806,0.101061
807,-0.0963761
808,-0.0207575
809,-0.0719693
810,-0.0106468
811,-0.101667
812,-0.0203349
813,-0.0183387
814,-0.00968917
815,0.0120943
816,-0.049172
817,0.021397
818,-0.0251032
819,0.00307524
820,0.0107438
821,-0.0147174
822,-0.00417932
823,-0.0200413
824,0.0435361
825,-0.0458701
826,0.00397338
827,0.0289486
828,-0.00414777
829,-0.0096434
830,0.0261335
831,0.0426821
832,-0.0135869
833,0.0433506
834,0.0472383
835,0.0192105
836,-0.0393049
837,-0.0368054
838,-0.049077
839,0.0109367
840,0.0466809
841,-0.0721615
842,-0.0468944
843,0.0536057
844,-0.025958
845,-0.0569077
846,-0.0163229
847,0.0497871
848,0.0129125
849,0.00376321
850,0.0593749
851,0.00690878
852,-0.00406173
853,-0.0286087
854,-0.00194711
855,0.00923668
856,-0.0585191
857,-0.0484475
858,0.0288616
859,-0.0593513
860,0.0186492
861,-0.0326031
862,-0.0387412
863,0.0034472
864,0.00532573
865,-0.0377493
866,0.0195535
867,0.00308722
868,-0.0336485
869,-0.0181814
870,0.0564281
871,0.00436629
872,-0.0317546
873,-0.0745799
874,0.00860322
875,0.0234643
876,-0.0170746
877,0.0240437
878,0.0664257
879,-0.0640581
880,-0.000960849
881,0.043072
882,-0.0194953
883,-0.0334479
884,-0.00999996
885,0.00910386
886,0.0639874
887,-0.000576202
888,-0.0465272
889,0.0367072
890,-0.0206794
891,0.00305679
892,-0.00251681
893,0.0118404
894,0.017059
895,0.117937
896,0.0732417
897,-0.00533252
898,-0.0603547
899,0.00816861
900,0.0243888
901,-0.00494557
902,0.039946
903,0.0192554
904,0.00330286
905,0.00610875
906,0.0607401
907,-0.0557349
908,-0.0389271
909,-0.0121448
910,0.0667672
911,0.104434
912,-0.0747386
913,-0.0177937
914,0.0627554
915,-0.0285523
916,-0.0536271
917,0.00702265
918,-0.00833983
919,0.0311557
920,-0.0227649
921,-0.0257797
922,0.0217235
923,0.0519165
924,0.0145922
925,-0.0590565
926,-0.0167072
927,0.00427666
928,-0.0343775
929,-0.0146118
930,0.0115137
931,-0.026329
932,0.0216856
933,-0.0110307
934,0.0281161
935,-0.0311954
936,-0.000269585
937,0.0522365
938,0.0222404
939,0.0206899
940,0.0223883
941,-0.0199536
942,-0.10597
943,-0.0901484
944,0.0251742
945,-0.0130936
946,0.0296413
947,-0.00338005
948,0.0350844
949,-0.0477574
950,-0.0276756
951,0.0647296
952,0.000906808
953,0.0306398
954,0.0646501
955,0.0175589
956,0.0303792
957,0.0130072
958,0.0291552
959,-0.0501939
960,-0.0367003
961,0.0639823
962,0.0272669
963,-0.0128371
964,-0.0540361
965,0.0177951
966,-0.0132209
967,0.00655364
968,0.0539167
969,-0.0384947
970,0.0390667
971,0.000216997
972,0.0234049
973,-0.0466319
974,-0.00962307
975,0.0421919
976,-0.0518322
977,-0.0197581
978,-0.0179878
979,-0.0344967
980,-0.0305185
981,-0.0387831
982,0.0110394
983,0.00628283
984,-0.0302732
985,0.0433506
986,-0.0165994
987,0.000921389
988,-0.0125635
989,-0.0194078
990,0.00995084
991,-0.00779609
992,0.0487746
993,-0.0131285
994,0.0418845
995,-0.0677335
996,-0.00750429
997,-0.0146445
998,0.0280425
999,-0.000382123
